hsa04151,PI3K-Akt signaling pathway,Environmental Information Processing; Signal transduction,P01133|P05230|P09038|P11487|P08620|O60258|P10767|P21781|A0A087X1S5|P31371|O15520|Q92914|P61328|Q92913|Q92915|O43320|Q8NBG6|O76093|O95750|Q9NP95|Q9NSA1|K7ELB9|Q9GZV9|P01138|I3WAC9|P01308|P05019|Q59GC5|Q5U743|P04085|P01127|Q9NRA1|Q9GZP0|A0A024R0A1|P09603|A0A024RBC0|P21583|P15692|P49765|P49763|Q86TW6|P49767|O43915|P14210|Q15389|O15123|Q9Y264|P20827|O43921|P52797|P52798|P52803|P00533|P11362|P21802|P22607|Q0IJ44|B4DVP5|J3KPQ0|P22455|P08138|P06213|P08069|P16234|P09619|Q59F04|A2VDG3|P07333|A0A024RDA0|P10721|P17948|P35916|A0A024RD88|P35968|A0A024R759|P08581|Q02763|Q59HG2|A0A024QZA8|P29317|B0LPF3|P62993|Q07889|Q07890|P01112|X5D945|A0A024RAV5|P01116|P01111|Q5U091|L7RRS6|P04049|A4QPA9|Q02750|P36507|P28482|Q1HBJ4|Q499G7|P27361|A0A024R499|P35568|B3KWR9|O60603|O00206|A4D2P1|P63000|A0A024R273|P43405|P15391|Q6ZUJ8|Q86YV3|B1A4G6|P01241|P01242|A8K6C2|P0DML2|P0DML3|P01236|Q5THQ0|P13725|P60568|Q0GK43|P08700|B4DVM1|P05231|Q75MH2|D4HNR6|P05112|A8K673|P13232|L0N195|P01562|P01563|P05014|P01569|P05013|P01567|P32881|P01566|A0A087WWS6|P01570|P05015|P01571|P01568|P01574|G9JKG7|P01588|P09919|Q8N4W3|P10912|P16471|Q99650|P01589|P14784|P31785|P26951|A0N0L5|P08887|P24394|P16871|P17181|P48551|P19235|Q99062|P23458|O60674|A0A024R7M7|P52333|P02452|P08123|P02458|P02461|A0A024R8E5|B2ZZ86|P20908|Q59EE7|P05997|P12107|Q59HB5|P13942|P25940|Q17RW2|Q8IZC6|A0A024RDW8|P08572|P53420|A8MXH5|A5PKV2|F5H5K0|P02462|A7MBN3|P29400|Q49AM6|Q01955|P12109|P12110|D9ZGF2|P12111|Q63HQ4|Q8N4Z1|A6NMZ7|A8TX70|P25391|P24043|Q59H37|A0A0A6YYF2|Q16787|O15230|A0A0A0MQS9|Q16363|P07942|Q8TAS6|A0A024R319|P55268|Q13751|A4D0S4|P11047|Q6NVY8|Q13753|Q8N2D6|Q9Y6N6|O15335|P78509|P07996|P49747|P35442|F5H4Z8|P49746|P35443|P02751|Q6MZF4|Q6N084|A0A024RDE6|P10451|D9ZGG2|P04004|B4E1W8|P24821|Q4LE33|A0A0A6YY94|B3KXB6|Q9UQP3|A1L306|Q92752|O95680|O95681|P22105|Q9Y464|P04275|P21815|P56199|P17301|P08514|P26006|P13612|P08648|P23229|Q13683|Q4LE35|B4DN28|Q13797|Q8N6H6|B4E282|O75578|B3KTN6|Q9UKX5|P06756|P05556|P05106|A0A024R8T0|P16144|L7RT22|P18084|P18564|P26010|P26012|Q9BUG9|Q05397|Q59GM6|Q658W2|A0A024RAP7|P25116|Q2TNB2|P11229|Q53XZ3|A4D1Q0|P08172|Q6SL56|Q86SJ1|Q5VZX0|Q92633|A0A024R7M9|Q9HBW0|Q9UBY5|Q99677|Q5KU18|Q9H1C0|A0A024RDT2|B3KVQ5|P43657|B3KVK2|P62873|P62879|Q6FHM2|E9PCP0|P16520|Q9HAV0|A0A024R5R9|O14775|P59768|P63215|B1APZ0|P50150|P63218|O60262|Q9UK08|A0A024R156|P50151|P61952|Q53Y01|Q9UBI6|Q9P2W3|P63211|O14610|O15530|Q15831|Q13131|P54646|A0A024QZQ6|Q9NX09|Q86WV8|Q92574|X5D9D2|P49815|A0A090N900|Q15382|Q9BVC4|P42345|Q8N122|Q13541|P06730|Q32Q75|X5D7E3|O60573|Q59FE1|A6NMX2|P23443|Q9UBS0|B4DRM3|E7EX17|Q7Z5Y0|A2A3R6|P62753|Q16512|A0A024R8D6|Q6P5Z2|Q16513|O00141|Q9HBY8|A0A024R807|Q5H9Q5|Q96BR1|B0LPE5|P31749|B4DG79|Q9Y243|F6KD01|P60484|A8K0C9|Q5T1C6|B3KUN1|P67775|P62714|P30154|A8K7B7|P30153|P63151|Q00005|Q9Y2T4|Q66LE6|Q6IN90|Q9Y5P8|Q969Q6|Q06190|A0A024R593|Q15173|Q13362|Q14738|Q16537|Q59EK0|Q15172|P07900|Q86SX1|A0A024RD80|P08238|P14625|V9HWP2|A0A024R7B7|Q16543|Q53ET0|O60346|Q6ZVD8|A0A024R6G5|P56279|A0A024R6P4|O95988|P56278|P29474|P38398|P49841|Q6FI27|P54840|P13807|P35558|A0A0A0MS74|Q16822|P35575|Q9NQR9|Q9BUM1|P01106|P24385|Q6FI00|A0A024RCX5|P38936|P46527|Q6I9V6|B4DDL9|E7ESI2|P24941|A0A024RBB6|P11802|Q00534|P30279|P30281|P24864|A0A024R9B0|O96020|O43524|Q08999|P48023|Q53ZZ1|O43521|D0PNI1|P63104|P31946|V9HWD6|P27348|P62258|V9HW98|A0A024R1K7|Q04917|Q9H4N8|P61981|A0A024R562|Q92934|Q07817|Q5TE63|A0A024R2B3|P10415|P55211|P16220|Q53X93|P15336|P18848|Q96AQ3|O43889|B2RA75|Q96BA8|Q70SY1|Q68CJ9|Q8TEY5|Q02930|Q59G47|Q99941|A0A087WT64|C8YZ26|Q07820|Q6P3U7|P22736|Q9Y6K9|O15111|O14920|Q04206|A0A024RDJ4|P19838|P10242|A0A0A8KB75|A7UKX8|A7UKX9|K7PPA8|P04637|Q53GA5|P42336|A7E2E0|O00329|B4DER4|A0A024R720|A8K9G9|P48736|P27986|L7RT34|Q8WYR1|O00459|Q8N381|Q92569|P17252|Q7Z727|Q05513
hsa05200,Pathways in cancer,Human Diseases; Cancers,P43146|Q49AK4|P42574|P55211|Q9UKG1|P12830|A0A024R2Q3|P35222|A8K141|Q8WW10|Q9UI47|G3XAM7|P35221|P26232|O15169|Q9Y2T1|P25054|Q4LE70|O95996|P49841|Q6FI27|P36402|Q9HCS4|Q9NQB0|Q659G9|Q9UJU2|O15392|P01106|P24385|Q6FI00|P04628|P09544|Q5TEH8|Q93097|P56703|P56704|P56705|A0A024R316|P41221|Q9H1J7|Q8N2E5|Q9Y6F9|O00755|P56706|Q9H1J5|Q93098|D9ZGG3|O14904|O14905|O00744|Q9GZT5|O96014|E9PH60|Q9UBV4|Q9UP38|O75084|Q14332|Q86UZ8|Q9NPG1|Q9ULV1|Q13467|Q9H461|A0A024R9E9|O60353|Q6NSL8|Q9ULW2|O00144|Q92997|O14641|O14640|A0A024RAP7|P25116|Q2TNB2|Q96RI0|Q5VZX0|Q92633|A0A024R7M9|Q9HBW0|Q9UBY5|Q99677|Q5KU18|Q9H1C0|A0A024RDT2|B3KVQ5|P43657|P30556|Q53YY0|E9PC54|Q6ZQV4|Q14344|B4E2K6|Q9NZN5|O15085|A0A024R0R1|Q92888|O94827|A0A024R324|P61586|Q9BVT0|Q13464|O75116|P48061|P61073|P63096|P08754|B3KP24|B3KX51|P04899|P34995|P43116|P43115|A0PJF5|P35408|P63092|C9J1J0|Q08462|Q71UM8|O60266|Q8NFM4|O95622|O43306|P51828|Q86YI0|P40145|Q4F7X0|O60503|A0A024R7J0|P17612|P22694|P22612|A0A024RBU5|P51817|B3KVK2|P62873|P62879|Q6FHM2|E9PCP0|P16520|Q9HAV0|A0A024R5R9|O14775|P59768|P63215|B1APZ0|P50150|P63218|O60262|Q9UK08|A0A024R156|P50151|P61952|Q53Y01|Q9UBI6|Q9P2W3|P63211|O14610|A0A024RDW8|P08572|P53420|A8MXH5|A5PKV2|F5H5K0|P02462|A7MBN3|P29400|Q49AM6|Q01955|P25391|P24043|Q59H37|A0A0A6YYF2|Q16787|O15230|A0A0A0MQS9|Q16363|P07942|Q8TAS6|A0A024R319|P55268|Q13751|A4D0S4|P11047|Q6NVY8|Q13753|Q8N2D6|Q9Y6N6|P02751|Q6MZF4|Q6N084|P17301|P08514|P26006|P23229|P06756|P05556|Q05397|Q59GM6|Q658W2|P42336|A7E2E0|O00329|B4DER4|A0A024R720|A8K9G9|P48736|P27986|L7RT34|Q8WYR1|O00459|Q8N381|Q92569|F6KD01|P60484|Q99801|B0LPE5|P31749|B4DG79|Q9Y243|O15111|O14920|Q9Y6K9|P25963|A0A024RDJ4|P19838|Q00653|Q04206|P35354|P35228|A0A024R2B3|P10415|Q13490|Q13489|P98170|Q96CA5|Q6PIA0|Q96P09|Q07817|Q5TE63|Q13077|A0A024R8H5|Q12933|Q13114|A0A024QZ59|Q9BUZ4|O00463|Q9Y4K3|P42345|A0A024R562|Q92934|Q12778|A0A0A8KB75|A7UKX8|A7UKX9|K7PPA8|P04637|Q53GA5|P46527|Q6I9V6|A0A024RCX5|P38936|P11274|A0A024R8E2|P00519|Q59FK4|P46108|P46109|Q9ULV8|P22681|B3KSS7|Q13191|A8K6I5|P42229|Q59GY7|P51692|P46663|P30411|P25101|P24530|A0A024R240|P50148|P29992|Q9NQ66|Q00722|Q59F77|Q01970|Q15147|P17252|Q7Z727|P05771|P05129|B2RA89|O95267|Q7LDG7|Q8IV61|Q8TDF6|P23458|P40763|P42224|P15692|P49765|P49763|Q86TW6|P49767|O43915|P01135|P01133|P00533|P04626|P04085|P01127|P16234|P09619|Q59F04|P05019|Q59GC5|Q5U743|P08069|A0A024RBC0|P21583|A0A024RDA0|P10721|B7ZLY4|P49771|P36888|P14210|A0A024R759|P08581|P05230|P09038|P11487|P08620|O60258|P10767|P21781|A0A087X1S5|P31371|O15520|Q92914|P61328|Q92913|Q92915|O43320|Q8NBG6|O76093|O95750|Q9NP95|Q9NSA1|K7ELB9|Q9GZV9|P11362|P21802|P22607|Q0IJ44|B0LPF3|P62993|Q07889|Q07890|P01112|X5D945|A0A024RAV5|P01116|P01111|Q5U091|P10398|Q96II5|P15056|L7RRS6|P04049|A4QPA9|Q02750|P36507|P28482|Q1HBJ4|Q499G7|P27361|P05412|P01100|Q6FG41|B4DN15|P08253|P14780|A0A024RDA5|P10145|A0A024RBB6|P11802|P07949|Q9BTX6|Q05CP8|Q16204|Q13772|Q96E88|P04629|P06753|P12270|Q92734|Q9NS23|A8K5F3|Q8WWW0|Q13043|P53355|B3KNJ3|O43293|A0A024R603|Q9UIK4|P19174|Q4LE43|Q9UFY1|P16885|Q12967|Q8N4Y1|P11233|A0A024RAG3|P11234|Q15311|A0A024RAE4|P60953|A4D2P1|P63000|A0A024R1P2|P15153|V9H0H7|P60763|A1L4K2|P45983|P53779|P45984|Q06710|R9W7C9|D2KUA6|P37231|Q6P3U7|P28702|A0A087WZ88|F1T097|F1D8S6|P10826|Q86UC5|A0A024RCW6|Q03181|P14923|A0A024R3C6|Q05516|P29590|P10276|Q6I9R7|Q01196|B2R6I9|Q06455|P17947|P49715|P15509|Q99062|A2VDG3|P07333|B4DVM1|P05231|Q75MH2|K7PML8|P42771|Q01094|Q9BSD8|Q14209|O00716|P61244|O75928|K7PPU3|P42772|Q00534|P61024|Q5T178|P33552|Q13309|B4DDL9|E7ESI2|P24941|P24864|A0A024R9B0|O96020|A0A024RDV3|P06400|O75030|P01137|P61812|A5YM40|B3KVH9|P10600|P36897|D2JYI1|P37173|Q15796|Q53XR6|P84022|A0A024R274|Q13485|Q03112|Q13363|P56545|Q13547|Q6IT96|Q92769|P40692|Q5GJ64|P43246|P20585|P52701|Q3SWU9|Q07812|P51587|Q06609|P48023|Q53ZZ1|P25445|Q13158|A0A024R3Z8|Q14790|A8ASI8|B3KT21|P55957|G4XXL9|P99999|A0A024R2F2|P40337|A0A024R7Y5|Q15369|Q15370|P62877|Q13617|Q9GZT9|R4SCQ0|Q9H6Z9|A0A024R0R2|Q96KS0|P07954|Q16665|B3KW07|Q99814|A8K6P0|P27540|Q7Z3A3|Q86TN1|Q9HBZ2|X5DQN9|Q92793|Q09472|Q7Z6C1|P11166|Q59GX2|Q15465|Q13635|Q59FG5|Q99835|Q9NRP7|Q9UMX1|B4DNF7|P08151|P10070|Q1PSW9|Q59FV5|P10071|C8C060|P12643|P12644|Q53XC5|Q96QV1|Q9Y6C5|A0A0B4J1T2|P10275|P07900|Q86SX1|A0A024RD80|P08238|P14625|V9HWP2|P07288|P14921|P09211|V9HWE9|Q59EA4|P78396
